track_number,title,lyrics
,Simples de Coração [Acústico Novos Horizontes],"1 Contributor
Simples de Coração [Acústico Novos Horizontes] Lyrics
[Letra da versão acústica de ""Simples de Coração""]
[Verso 1]
Volta pra casa, me traz na bagagem, tua viagem sou eu
Novas paisagens, destino, passagem, tua tatuagem sou eu
Casa vazia, luzes acesas só pra dar a impressão
Cores e vozes, conversa animada, é só a televisão
[Refrão]
Já perdemos muito tempo brincando de perfeição
Esquecemos o que somos, simples de coração
[Verso 2]
Volta voando, vinda do alto, derrete o chumbo do céu
Antes que eu saia pela tangente no giro do carrossel
Falta uma volta, ponteiros parados, tudo dança em torno de ti
Volta voando, fim da viagem, bem vinda à vida real
[Refrão]
Já perdemos muito tempo brincando de perfeição
Agora é bola pra frente, agora é bola no chão
Já brincamos muito tempo até perder a direção
Na santa paz de Deus, no mais perfeito caos
[Solo de Gaita]
[Saída]
Simples de coração, simples de coração
Simples de coração"
,Sob o Tapete,"1 Contributor
Sob o Tapete Lyrics
[Letra de ""Sob o Tapete""]
[Verso 1]
Quando menos se espera, o que seria já era, o que seria de nós
Se não fosse a ilusão que nos trouxe até aqui?
Quanto mais se foge, tanto mais se quer fugir, o que seria de nós
Se não fosse a ilusão, a doce ilusão de conseguir?
[Refrão]
Há mais de uma semana eu não sei que horas são
Havia um romance ao alcance da mão
Mas o cigarro apagou enquanto eu decidia
Se o vício valia, se eu seria capaz
Há mais de uma semana eu não sei que horas são
Havia um romance ao alcance da mão
Mas o cigarro apagou enquanto eu decidia
Se o vício valia ou seria difícil demais
[Verso 2]
Quando menos se espera, o que seria já era, o que seria de nós
Se não fosse a mão que nos trouxe até aqui?
Quanto mais se foge, tanto mais se quer fugir e só se pensa em fugir
Da mão que nos trouxe a doce ilusão de conseguir
[Refrão]
Há mais de um motivo, há mais de uma razão
Havia um romance ao alcance da mão
Mas o cigarro apagou e me ensinou o macete
De esconder as cinzas sob o tapete
Há mais de um motivo, há mais de uma razão
Havia um romance ao alcance da mão
Mas o cigarro apagou e me ensinou o macete
De esconder as cinzas sob o tapete
[Solo de Guitarra]
[Refrão]
Há mais de um motivo, há mais de uma razão
Havia um romance ao alcance da mão
Mas o cigarro apagou e me ensinou o macete
De esconder as cinzas sob, sob, sob o tapete"
,Somos Quem Podemos Ser,"5 Contributors
Somos Quem Podemos Ser Lyrics
Quando Humberto Gessinger compôs “Somos Quem Podemos Ser,” perguntou para todos se já tinham ouvido algo parecido, pois a música foi feita rapidamente num quarto de hotel.
[Letra de ""Somos Quem Podemos Ser""]
[Verso 1]
Um dia me disseram que as nuvens não eram de algodão
Um dia me disseram que os ventos às vezes erram a direção
E tudo ficou tão claro, um intervalo na escuridão
Uma estrela de brilho raro, um disparo para um coração
[Pré-Refrão]
A vida imita o vídeo, garotos inventam um novo inglês
Vivendo num país sedento, um momento de embriaguez
[Refrão]
Somos quem podemos ser, sonhos que podemos ter
[Verso 2]
Um dia me disseram quem eram os donos da situação
Sem querer eles me deram as chaves que abrem essa prisão
E tudo ficou tão claro, o que era raro ficou comum
Como um dia depois do outro, como um dia, um dia comum
[Pré-Refrão]
A vida imita o vídeo, garotos inventam um novo inglês
Vivendo num país sedento, um momento de embriaguez
[Refrão]
Somos quem podemos ser, sonhos que podemos ter
[Ponte]
Um dia me disseram que as nuvens não eram de algodão
Sem querer eles me deram as chaves que abrem essa prisão
Quem ocupa o trono tem culpa, quem oculta o crime também
Quem duvida da vida tem culpa, quem evita a dúvida também tem
[Refrão]
Somos quem podemos ser, sonhos que podemos ter"
,Somos Quem Podemos Ser [Acústico MTV],"1 Contributor
Somos Quem Podemos Ser [Acústico MTV] Lyrics
[Letra da versão acústica de ""Somos Quem Podemos Ser""]
[Verso 1]
Um dia me disseram que as nuvens não eram de algodão
Um dia me disseram que os ventos às vezes erram a direção
E tudo ficou tão claro, um intervalo na escuridão
Uma estrela de brilho raro, um disparo para um coração
[Pré-Refrão]
A vida imita o vídeo, garotos inventam um novo inglês
Vivendo num país sedento, um momento de embriaguez
[Refrão]
Nós somos quem podemos ser, sonhos que podemos ter
[Verso 2]
Um dia me disseram quem eram os donos da situação
Sem querer eles me deram as chaves que abrem esta prisão
E tudo ficou tão claro, o que era raro ficou comum
Como um dia depois do outro, como um dia, um dia comum
[Pré-Refrão]
A vida imita o vídeo, garotos inventam um novo inglês
Vivendo num país sedento, um momento de embriaguez
[Refrão]
Nós somos quem podemos ser, sonhos que podemos ter
[Ponte]
Um dia me disseram que as nuvens não eram de algodão
Um dia me disseram que os ventos às vezes erram a direção
Quem ocupa o trono tem culpa, quem oculta o crime também
Quem duvida da vida tem culpa, quem evita a dúvida também tem
Também tem
[Refrão]
Somos quem podemos ser, sonhos que podemos ter"
,Somos Quem Podemos Ser [Ao Vivo 10.000 Destinos],"1 Contributor
Somos Quem Podemos Ser [Ao Vivo 10.000 Destinos] Lyrics
[Letra da versão ao vivo de ""Somos Quem Podemos Ser""]
[Verso 1]
Um dia me disseram que as nuvens não eram de algodão
Um dia me disseram que os ventos às vezes erram a direção
E tudo ficou tão claro, um intervalo na escuridão
Uma estrela de brilho raro, um disparo para um coração
[Pré-Refrão]
A vida imita o vídeo, garotos inventam um novo inglês
Vivendo num país sedento, um momento de embriaguez
[Refrão]
Nós (Somos quem podemos ser, sonhos que podemos ter)
[Verso 2]
Um dia me disseram quem eram os donos da situação
Sem querer eles me deram as chaves que abrem essa prisão
Quem ocupa o trono tem culpa, quem oculta o crime também
Quem duvida da vida tem culpa, quem evita a dúvida também tem
[Refrão]
Nós (Somos quem podemos ser, sonhos que podemos ter)
[Solo de Guitarra]"
,Somos Quem Podemos Ser [Ao Vivo Alívio Imediato],"1 Contributor
Somos Quem Podemos Ser [Ao Vivo Alívio Imediato] Lyrics
[Letra da versão ao vivo de ""Somos Quem Podemos Ser""]
[Verso 1]
Um dia me disseram que as nuvens não eram de algodão
Um dia me disseram que os ventos às vezes erram a direção
E tudo ficou tão claro, um intervalo na escuridão
Uma estrela de brilho raro, um disparo para um coração
[Pré-Refrão]
A vida imita o vídeo, garotos inventam um novo inglês
Vivendo num país sedento, um momento de embriaguez
[Refrão]
Nós somos quem podemos ser (Sonhos que podemos ter)
[Verso 2]
Um dia me disseram quem eram os donos da situação
Sem querer eles me deram as chaves que abrem essa prisão
E tudo ficou tão claro, o que era raro ficou comum
Como um dia depois do outro, como um dia, um dia comum
[Pré-Refrão]
E a vida imita o vídeo, garotos inventam um novo inglês
Vivendo num país sonolento, um momento de embriaguez
[Refrão]
E nós (Somos quem podemos ser, sonhos que podemos ter)
E teremos
[Ponte]
Um dia me disseram que as nuvens não eram de algodão
Sem querer eles me deram as chaves que abrem essa prisão
Quem ocupa o trono tem culpa, quem oculta o crime também
Quem duvida da vida tem culpa, quem evita a dúvida também tem
Também tem, também tem
Nós todos temos um pouco de culpa
[Refrão]
Mas nós somos quem podemos ser, sonhos que podemos ter"
,Sopa De Letrinha,"1 Contributor
Sopa De Letrinha Lyrics
Sopa de letrinhas
(Humberto GessingerMarcelo Pitz)
Nosso amor nazifascista
Voc se esconde, eu sigo a tua pista
Eu fico sozinho, mas no fico em paz
Eu volto pra casa, voc volta atrs
Nosso amor medieval
Como uma pedra em vidro de catedral
Ontem noite, eu tive um sonho extico
Ns dois por a, transando sexo gtico
Eu fico sozinho, teu bejo me arranha
Um estranho no ninho, ningum estranha
Nosso amor uma abobrinha
Eu escrevo teu nome numa sopa de letrinhas
Eu fico sonhando em ser astronauta
Eu olho pra lua e sinto a tua falta
Nosso amor ps-moderno"
,Sopa de Letrinhas,"4 Contributors
Sopa de Letrinhas Lyrics
[Letra de ""Sopa de Letrinhas""]
[Verso 1]
Nosso amor é nazifascista
Você se esconde, eu sigo a tua pista
Eu fico sozinho, mas não fico em paz
Eu volto pra casa, você volta atrás
Wow, wow, na na na oh, wow
Nosso amor é medieval
É como uma pedra em vidro de catedral
Ontem á noite, eu tive um sonho exótico
Nós dois por aí, transando sexo gótico
[Refrão]
Eu fico sozinho, teu beijo me arranha
Um estranho no ninho, ninguém estranha
Wow, wow, wow
[Verso 2]
Nosso amor é uma abobrinha
Eu escrevo teu nome numa sopa de letrinhas
Eu fico sonhando em ser astronauta
Eu olho pra lua e sinto a tua falta
Wow, wow, wow, wow
Nosso amor é pós-moderno
Eu quero que você se aqueça nesse inverno
Tenho andado aéreo como tropas minhas no ataque
Fim de noite, fim de mundo lá no fundo do conhaque
[Refrão]
Eu fico sozinho, teu beijo me arranha
Um estranho no ninho, ninguém estranha
Wow
[Solo de Guitarra]
[Verso 3]
Nosso amor é nazifascista
Eu tento fugir, você me conquista
Eu fico sozinho, mas não fico em paz
Eu volto pra casa, você volta atrás
[Refrão]
Eu fico sozinho, teu beijo me arranha
Um estranho no ninho, ninguém estranha
[Saída]
Oh, oh
Oh, oh"
,Surfando Karmas & DNA,"5 Contributors
Surfando Karmas & DNA Lyrics
Faixa-título do álbum, “Surfando Karmas & DNA” fala sobre a vida, erros e acertos. A música é cheia de metáforas sobre a vida, tema recorrente nas letras de Humberto Gessinger.
[Letra de ""Surfando Karmas & DNA""]
[Verso 1]
Quantas vezes eu estive cara a cara com a pior metade?
A lembrança no espelho, a esperança na outra margem
Quantas vezes a gente sobrevive à hora da verdade?
Na falta de algo melhor, nunca me faltou coragem
Se eu soubesse antes o que sei agora
Erraria tudo exatamente igual
[Verso 2]
Eu tenho vivido um dia por semana, acaba a grana, mês ainda tem
Sem passado nem futuro, eu vivo um dia de cada vez
Quantas vezes eu estive cara a cara com a pior metade?
Quantas vezes a gente sobrevive à hora da verdade?
Se eu soubesse antes o que sei agora
Iria embora antes do final
[Refrão]
Surfando karmas e DNA
Não quero ter o que eu não tenho, eu não tenho medo de errar
Surfando karmas e DNA
Não quero ser o que eu não sou, eu não sou maior que o mar, oh-oh
[Ponte]
Na falta do que fazer, inventei a minha liberdade
[Solo de Guitarra]
[Saída]
Surfando karmas e DNA
Oh-oh, oh-oh"
,Surfando Karmas & DNA [Acústico MTV],"1 Contributor
Surfando Karmas & DNA [Acústico MTV] Lyrics
[Letra da versão acústica de ""Surfando Karmas & DNA""]
[Verso 1]
Quantas vezes eu estive cara a cara com a pior metade?
A lembrança no espelho, a esperança na outra margem
Quantas vezes a gente sobrevive à hora da verdade?
Na falta de algo melhor, nunca me faltou coragem
Se eu soubesse antes o que sei agora
Erraria tudo exatamente igual
[Verso 2]
Eu tenho vivido um dia por semana, acaba a grana, mês ainda tem
Sem passado nem futuro, eu vivo um dia de cada vez
Quantas vezes eu estive cara a cara com a pior metade?
Quantas vezes a gente sobrevive à hora da verdade?
Se eu soubesse antes o que sei agora
Iria embora antes do final
[Refrão]
Surfando karmas e DNA
Não quero ter o que eu não tenho, eu não tenho medo de errar
Surfando karmas e DNA
Não quero ser o que eu não sou, eu não sou maior que o mar, oh-oh
Woah, oh, oh
[Ponte]
Na falta do que fazer, inventei a minha liberdade
[Solo de Bandolim]
[Saída]
Surfando karmas e DNA
Woah, oh, oh"
,Sweet Begônia,"3 Contributors
Sweet Begônia Lyrics
[Letra de ""Sweet Begônia""]
[Verso 1]
Você diz que eu sou louco, eu digo, ""Louca é você""
Você diz que eu tenho pouco, quase nada a oferecer
Tudo que eu faço, você diz que tá errado
Você me acha um fracasso, e eu não acho isso engraçado
[Refrão]
E mais uma pergunta fica sem resposta
Mais uma proposta pra gente ficar junto
Você muda de assunto e eu te pergunto, ""Por quê?""
Eu te pergunto, ""Por quê?"" Eu te pergunto, ""Por quê?""
[Verso 2]
Eu não te entendo, mas já dependo de ti
Eu não te esqueço, mas nem teu endereço eu consegui
Eu te procuro, tá tão escuro aqui
Eu fico confuso, eu entro em parafuso
[Refrão]
E mais uma pergunta fica sem resposta
Mais uma proposta pra gente ficar junto
Você muda de assunto e eu te pergunto, ""Por quê?""
Eu te pergunto, ""Por quê?"" Eu te pergunto, ""Por quê?""
[Verso 3]
Eu não te entendo, mas já dependo de ti
Eu não te esqueço, mas nem teu endereço eu consegui
Eu te procuro, tá tão escuro aqui
Eu fico confuso, eu entro em parafuso
[Refrão]
E mais uma pergunta fica sem resposta
Mais uma proposta pra gente ficar junto
Você muda de assunto e eu te pergunto, ""Por quê?""
Eu te pergunto, ""Por quê?"" Eu te pergunto, ""Por quê?"""
,Terra de Gigantes,"7 Contributors
Terra de Gigantes Lyrics
A música faz uma crítica à nova forma da sociedade atual, a qual a juventude só tem espaço nas propagandas, reprimindo seu caráter revolucionário e poder de mudanças; trazendo a essa juventude uma sensação de…
Read More
[Letra de ""Terra de Gigantes""]
[Verso 1]
Ei, mãe, eu tenho uma guitarra elétrica
Durante muito tempo isso foi tudo o que eu queria ter
Mas ei, mãe, alguma coisa ficou pra trás
Antigamente, eu sabia exatamente o que fazer
Ei, mãe, tenho uns amigos tocando comigo
Eles são legais, além do mais, não querem nem saber
Mas agora, lá fora, todo mundo é uma ilha
A milhas e milhas e milhas de qualquer lugar
[Refrão]
Nessa terra de gigantes
Eu sei, já ouvimos tudo isso antes
A juventude é uma banda
Numa propaganda de refrigerantes
[Ponte]
As revistas, as revoltas, as conquistas da juventude
São heranças, são motivos pras mudanças de atitude
Os discos, as danças, os riscos da juventude
A cara limpa, a roupa suja, esperando que o tempo mude
[Refrão]
Nessa terra de gigantes
Tudo isso já foi dito antes
A juventude é uma banda
Numa propaganda de refrigerantes
[Verso 2]
Ei, mãe, já não esquento a cabeça
Durante muito tempo isso foi só o que eu podia fazer
Mas, ei, ei, mãe, por mais que a gente cresça
Há sempre coisas que a gente não pode entender
Por isso, mãe, só me acorda quando o sol tiver se posto
Eu não quero ver meu rosto antes de anoitecer
Pois agora lá fora, o mundo todo é uma ilha
A milhas e milhas e milhas e milhas e milhas e milhas
[Refrão]
Nessa terra de gigantes
Que trocam vidas por diamantes
A juventude é uma banda
Numa propaganda de refrigerantes
[Solo de Guitarra]
[Refrão]
Nessa terra de gigantes
Que trocam vidas por diamantes
A juventude é uma banda
Numa propaganda de refrigerantes
[Saída]
Ei, mãe (Ei, mãe)"
,Terra de Gigantes [Ao Vivo Alívio Imediato],"1 Contributor
Terra de Gigantes [Ao Vivo Alívio Imediato] Lyrics
[Letra da versão ao vivo de ""Terra de Gigantes""]
[Verso 1]
Ei, mãe, eu tenho uma guitarra elétrica
Durante muito tempo isso foi tudo que eu queria ter
Mas, ei, mãe, alguma coisa ficou pra trás
Antigamente eu sabia exatamente o que fazer
Ei, mãe, tenho uns amigos tocando comigo
Eles são legais, além do mais, não querem nem saber
Mas agora, lá fora, o mundo todo é uma ilha
A milhas e milhas e milhas de qualquer lugar
[Refrão]
(Nessa terra de gigantes)
Eu sei, já ouvimos tudo, tudo isso antes
A juventude é uma banda
Numa propaganda de refrigerantes
[Ponte]
As revistas, as revoltas, as conquistas da juventude
São heranças, são motivos pras mudanças de atitude
Os discos, as danças, os riscos da juventude
A cara limpa, a roupa suja, esperando que o tempo mude
[Refrão]
Nessa terra de gigantes
Eu sei, já ouvimos tudo, tudo isso antes
A juventude é uma banda
Numa propaganda de refrigerantes
[Verso 2]
Ei, ei, mãe, eu já não esquento a cabeça
Durante muito tempo isso foi só o que eu podia, isso foi só o que eu queria fazer
Mas ei, mãe, por mais que a gente cresça
Há sempre coisas que a gente não pode entender
Por isso, mãe, só me acorda quando o sol tiver se posto, é
Que eu não quero ver meu rosto antes de anoitecer
Pois agora lá fora, o Brasil é uma ilha
A milhas e milhas e milhas e milhas e milhas de qualquer lugar
[Refrão]
E nessa terra de gigantes
Que trocam vidas por diamantes
A juventude é uma banda
Numa propaganda de refrigerantes
[Solo de Guitarra]
[Refrão]
E nessa terra de gigantes
Que trocam vidas por diamantes
A juventude é uma banda
Numa propaganda de refrigerantes
E nessa terra de gigantes
Que trocam vidas por diamantes
A juventude é uma banda
Numa propaganda (De refrigerantes)
[Saída]
Ei, mãe, ei, mãe
Ei, mãe
Ei, mãe, ei, mãe
Ei, mãe, eu tenho uma guitarra elétrica
Durante muito tempo isso foi tudo que eu queria ter
Durante muito tempo isso foi tudo que eu queria ter
Durante muito tempo isso foi tudo que eu queria (Ter)
Tudo que eu queria (Ter) Tudo que eu queria (Ter)
Tudo que eu queria (Ter) Tudo que eu queria (Ter)
Ter"
